StockCode,month,monthly_sales
21906,3,30
85230B,3,48
22539,3,357
20982,3,114
84249A,3,-113
22418,3,409
84593,3,5
21555,3,239
21389,4,164
15056P,4,96
21530,4,125
22188,4,55
84031A,4,3
35004B,12,32
90129F,12,16
20773,12,17
22735,12,84
20977,12,74
22515,12,23
35961,12,328
82613C,12,109
85176,12,90
84536B,12,70
20975,12,1019
21808,12,36
22425,12,23
90077,12,2
90185B,12,2
90094,12,4
22163,12,76
90114,12,15
21379,12,40
85130D,12,14
35001W,12,55
90013C,12,11
90030B,12,17
46776D,12,18
72780,12,22
22066,12,28
22435,1,561
84988,1,418
22560,1,465
22845,1,51
17165D,1,8
22632,1,-85
21262,1,1
90040B,1,11
20828,1,91
84800L,1,73
22154,1,10
82605,1,1
90082A,1,1
20774,1,4
85214,2,7
20801,2,8
90161A,2,1
84826,2,66
47590A,3,127
21122,3,380
85059,3,11
22083,3,436
16236,3,101
90190C,3,2
21366,3,10
22515,3,16
90201B,3,7
21324,3,23
84789,4,60
22844,4,51
22911,4,31
21865,4,21
22545,4,49
90148,4,1
35650,4,-24
16169P,4,-75
22785,2,10
84992,12,1678
22371,12,177
21823,12,58
21892,12,441
85231G,12,45
21107,12,428
22947,12,16
22345,12,632
37446,12,243
22325,12,14
20894,12,5
21032,12,22
79151B,12,1
90141B,12,2
21680,12,148
17084J,12,25
22319,12,708
85035a,12,2
90003D,12,5
90160A,12,4
22830,1,3
21242,1,433
22900,1,430
20735,1,64
21200,1,262
22113,1,330
22543,1,74
21068,1,230
84660A,1,24
22594,1,8
85129D,1,47
21716,1,169
90214B,1,4
84881,1,4
84966A,1,-17
22113,2,98
22411,2,636
85053,2,95
22534,2,75
21808,2,2
22871,2,10
21879,2,14
90024C,2,2
20775,2,6
21285,3,14
16161P,3,525
71053,3,143
20793,3,-5
72232,3,129
22362,3,33
72225C,3,-58
21641,3,25
22471,3,9
22550,3,29
21680,3,18
23154,3,270
22967,4,120
22725,4,122
22975,4,133
22976,4,124
22849,4,23
37501,4,37
81953P,4,-7
22878,3,13
21754,12,366
20820,12,3
10133,12,130
21012,12,298
21262,12,57
22673,12,63
22167,12,29
84963A,12,4
21613,12,22
84804A,12,14
85203,1,267
22493,1,122
21111,1,261
21352,1,8
71459,1,871
22745,1,59
22732,1,6
35923,1,4
22573,1,5
84227,1,-2
84967B,1,-1
22148,2,654
21429,2,1
22377,2,146
21198,2,25
22094,2,28
90146,2,2
22287,2,19
90057,2,72
85045,2,-4
22593,2,1
20960,3,2
84741C,3,28
20728,3,1041
21051,3,5
90198B,3,4
85017A,3,4
84977,3,2
90134,3,3
20980,4,11
22500,4,21
82494L,4,157
84849D,4,108
22760,4,29
84748,4,7
21814,12,1
85095,12,3
22973,12,244
22948,12,230
21850,12,20
16012,12,145
AMAZONFEE,12,-7
84616,12,1
84249A,12,13
21524,1,154
21669,1,391
22681,1,32
21245,1,191
10133,1,180
20615,1,30
22635,1,35
21058,1,156
22679,1,45
22686,1,15
20686,1,8
22783,1,47
84459B,1,75
84536B,1,140
22925,1,28
22419,1,102
90122A,1,8
22340,1,1
85197,1,5
84033,1,1
20903,1,3
22806,1,6
20702,2,19
85131A,2,104
85167B,2,6
22203,2,36
21114,2,167
22081,2,39
35645,2,21
47310M,2,16
22635,2,30
22885,2,12
21793,2,5
20705,2,1
21823,2,3
20978,3,137
21218,3,226
22051,3,100
21987,3,66
22799,3,23
84313C,3,32
90062,3,4
20903,3,3
85099B,4,2452
71459,4,1778
20751,4,89
23154,4,244
21124,4,282
21539,4,40
85062,4,78
21557,4,31
84726,4,-14
84522,3,2
22695,4,18
22963,12,518
21243,12,93
22641,12,41
21643,12,41
21700,12,259
22283,12,37
21504,12,170
85087,12,6
84821,12,340
21425,12,9
84600,12,7
22158,1,-110
22382,1,716
21107,1,14
22127,1,72
20868,1,17
22595,1,31
84816,1,1
21785,1,1
22889,1,36
35912B,1,10
79192A,1,1
84964B,1,-1
21040,1,3
62074B,1,10
22211,2,74
85049E,2,56
48138,2,210
85020,2,3
79051A,2,12
22249,2,124
21071,2,85
84614A,2,-390
21576,2,16
21926,2,84
85188B,2,21
84877B,2,3
22390,2,6
85049C,3,126
22221,3,22
20725,3,1500
22626,3,96
22762,3,19
22788,3,15
84520B,3,5
22965,3,86
23126,3,166
90147,3,3
22127,3,-539
21386,3,68
22116,3,7
84906,3,9
21397,3,749
20867,3,22
84508A,3,102
21355,3,9
72818,3,1
22148,4,171
22094,4,29
84536B,4,59
22023,4,87
22365,4,23
21221,4,17
35471D,4,11
22316,4,194
72807C,2,17
21686,2,2
22557,12,496
22585,12,1250
16016,12,108
22956,12,242
21292,12,140
22607,12,80
22487,12,35
21935,12,450
22976,12,217
85129D,12,40
21668,12,159
20846,12,86
35916B,12,1
90214A,12,36
22031,12,50
22763,12,28
72128,12,16
84968D,12,9
22889,12,100
84510c,12,9
84706D,12,2
22303,12,128
22376,1,28
21114,1,124
22354,1,83
21128,1,4
21328,1,60
84927F,1,7
90130B,1,3
22048,1,50
22641,1,16
84568,1,72
22809,1,-12
22137,1,6
22469,2,1295
21790,2,390
20764,2,11
22766,2,252
21802,2,13
M,2,-133
22441,2,103
21025,2,4
46000U,2,5
22685,2,63
21398,2,14
22789,2,77
84997d,2,18
22060,2,1
85169D,2,15
79331,2,6
84673B,2,1
17012A,2,1
21078,3,593
72760B,3,86
35921,3,16
90200C,3,7
21454,3,180
22310,3,15
22425,3,36
21973,3,140
35610C,3,-1121
21812,3,10
84558a,3,1
23077,3,463
21720,3,6
22995,4,376
37449,4,8
72801G,4,52
85231B,4,105
22956,4,59
84686,4,1
22112,4,50
35972,4,-45
20758,4,-42
21912,12,418
90166,12,2
21316,12,1
22703,12,106
84536b,12,5
21199,12,75
85195,12,8
22727,1,295
21219,1,103
84519B,1,72
21463,1,14
51020A,1,2
90161D,1,7
21896,1,37
21269,1,2
22577,1,118
22596,1,-1
22970,2,360
21055,2,11
21069,2,146
22464,2,171
84951B,2,4
22500,2,12
85202,2,85
21925,2,57
21716,2,63
22420,2,91
71406C,2,10
22833,2,2
20963,2,7
20803,2,-14
22928,2,6
22597,2,62
90214C,2,1
84029G,3,322
22201,3,11
22505,3,175
21749,3,86
22562,3,145
21974,3,225
22174,3,141
22972,3,210
21497,3,475
84596G,3,112
22514,3,23
21494,3,26
DCGSSBOY,3,12
17012A,3,14
22521,4,221
22424,4,68
21833,4,126
84876C,4,-19
20666,4,2
22262,12,58
20668,12,3381
21718,12,38
21716,12,51
21329,12,108
21441,12,158
22966,12,913
21803,12,614
22560,12,1584
21216,12,157
21813,12,120
84683,12,75
21905,12,95
21785,12,4
22129,12,52
21644,12,39
35646,12,100
22293,12,3
22228,12,31
84922,12,3
22193,1,45
85129C,1,8
22951,1,642
90202C,1,3
21882,1,284
84931A,1,43
22984,1,278
20829,1,90
21726,1,91
21721,1,54
22673,1,33
21468,1,3
22738,1,13
90201C,1,2
90190A,1,3
72798C,1,2
22466,2,98
22539,2,151
72807b,2,2
22414,2,10
21623,2,1047
90200B,2,7
90152C,2,1
22391,2,1
22807,3,98
84375,3,540
21755,3,124
21746,3,377
21539,3,81
84674,3,12
22472,3,30
22081,3,33
84012,3,26
47310M,3,6
90145,3,3
22508,4,21
22964,4,77
22534,4,767
22559,4,44
21468,4,5
22977,4,96
22216,4,29
35964,4,2
21944,3,3
72807B,4,19
21977,12,1959
21955,12,73
90059C,12,2
22945,12,279
21471,12,30
35599D,12,48
22060,12,10
20652,12,-26
85107,12,60
90093,12,33
84584,12,7
22379,1,983
22898,1,225
16235,1,219
21147,1,16
21220,1,84
35910A,1,2
21455,1,62
22949,1,102
72799F,1,5
BANK CHARGES,1,0
72134,1,2
22425,2,35
22755,2,128
85130D,2,25
22492,2,829
22416,2,196
35471D,2,18
84820,2,4
84558A,2,4
22869,3,18
22846,3,61
23127,3,116
22743,3,102
72351B,3,78
22057,3,42
47566b,3,23
37467,3,1
90211B,3,1
22447,3,6
15056p,3,1
22957,4,253
22981,4,57
20975,4,411
22107,4,13
22840,4,45
21401,4,81
22636,4,51
21656,4,53
18097C,4,56
85071B,12,142
85048,12,144
22832,12,6
21849,12,38
18097A,12,1
22456,12,138
84673A,12,3
72225C,12,-96
20725,1,1481
20676,1,764
82567,1,18
22028,1,223
22758,1,131
22919,1,117
85016,1,303
47570B,1,57
21629,1,1
21426,1,73
47481,1,12
20845,1,2
84974,1,1
85119,1,-1
22383,2,753
84030E,2,27
84805A,2,6
21070,2,118
22335,2,360
22965,2,79
22432,2,78
21703,2,330
22422,2,3
75172,2,2
20986,2,12
90026C,2,1
22624,3,92
21564,3,37
23006,3,242
90160A,3,2
21684,3,4
22349,3,43
22165,3,10
21992,3,48
21209,3,77
22943,3,1
85095,3,10
21576,3,37
84581,3,23
22345,3,50
90099,3,-15
22138,4,185
21561,4,86
22919,4,217
22970,4,943
21500,4,275
85184C,4,22
21272,4,46
16238,4,180
22232,4,0
22096,4,5
22937,4,34
84884A,4,8
21131,4,3
21498,3,785
21937,4,263
22814,12,294
21703,12,524
22220,12,85
16046,12,10
22891,12,116
22106,12,18
84843,12,9
84820,12,120
90210A,12,26
35810A,12,7
22699,1,480
22608,1,361
21212,1,3409
85184C,1,999
20723,1,442
84997B,1,860
20699,1,44
46118,1,20
84792,1,107
16161U,1,300
22941,1,-5
22244,1,264
37495,1,33
84559B,1,46
22579,1,1
84927D,1,4
90174,1,1
21891,2,176
84459A,2,91
22739,2,14
22165,2,12
21033,2,38
22256,2,74
22267,2,197
85132A,2,7
85197,2,2
90175D,2,1
85114a,2,8
90162B,2,2
21785,2,260
84461,2,1
21422,3,88
22276,3,71
85049D,3,35
22350,3,26
44234,3,8
90160B,3,2
21327,3,38
21377,3,9
22394,3,3
84086B,3,2
82613D,3,7
22899,4,162
21442,4,56
85183B,4,98
47580,4,8
21224,4,57
84531B,4,40
22639,4,20
85028L,4,6
84997a,2,5
22621,3,437
79030D,3,12
21738,12,31
90054,12,4
21380,12,81
20674,12,91
21465,12,9
21357,12,58
90214C,12,43
85187,12,1
21375,12,11
84422,12,3
85032A,12,72
22856,12,306
90206A,12,3
22946,1,4
16161P,1,451
84086C,1,63
22147,1,144
21888,1,16
22953,1,15
22810,1,-47
22611,1,16
21922,1,6
22639,1,79
22957,1,587
20761,1,6
85231b,1,1
22454,1,48
84847,1,1
21100,2,32
84801B,2,-38
20829,2,72
22768,2,26
21592,2,172
20967,2,13
46776B,2,4
20886,2,27
22214,2,2
84857C,2,2
22075,2,4
15058B,2,1
21126,3,39
22898,3,152
22409,3,27
90141C,3,1
85039C,3,7
22101,3,65
37342,3,197
16219,3,13
85169A,3,34
84625C,3,51
22693,4,2609
21394,4,640
84828,4,162
22288,4,62
85040B,4,25
22583,4,120
21666,4,38
21207,4,4
22704,4,150
35653,2,6
22098,12,99
22548,12,149
22550,12,105
84559B,12,54
22431,12,70
47471,12,21
22251,12,12
90214N,12,19
20734,12,22
85123a,12,142
84358,12,3
22093,12,82
21631,12,39
22040,12,25
82613C,1,251
16048,1,1
85094,1,59
21195,1,329
22134,1,192
21416,1,3
22843,1,22
22081,1,17
22266,1,49
21824,1,1
35095A,1,6
84678,1,28
90170,1,2
20677,2,370
22838,2,-47
22326,2,600
22333,2,627
17012D,2,3
85049D,2,49
22712,2,11
20831,2,6
84872A,2,4
22807,2,40
35911B,2,2
90028,2,1
21428,3,74
22032,3,39
84452,3,23
81950V,3,3
84580,3,33
22148,3,794
85124C,3,5
21466,3,27
20684,3,9
22094,3,22
46776A,3,1
22473,3,3
90144,3,1
22879,3,2
85028S,3,37
90035A,3,-9
23052,4,90
22150,4,86
22416,4,46
22616,4,2226
22859,4,139
84792,4,79
22077,4,512
72789,4,-2
20866,4,17
21380,4,156
85118,4,-6
21621,4,34
21716,4,152
84558A,4,9
21363,4,20
17012B,4,3
21622,4,-681
21533,4,84
84029G,12,1544
22438,12,634
84744,12,21
22731,12,146
84563A,12,6
21722,12,32
20950,12,1
22440,12,146
22175,12,95
21925,12,16
35599B,12,81
21640,12,64
22732,12,158
20764,12,20
46000P,12,6
21251,12,8
35914,12,3
85170B,12,62
90176B,12,1
21031,1,9
21383,1,141
85180B,1,126
22366,1,43
22064,1,72
47590B,1,104
21485,1,276
21929,1,867
22313,1,73
21466,1,20
22860,1,99
71270,1,32
20765,1,3
84997a,1,1
72821,1,2
22173,2,261
22690,2,84
22711,2,150
22252,2,115
22322,2,56
85035C,2,8
20956,2,8
84884a,2,2
22190,2,49
AMAZONFEE,2,-2
20829,3,102
84849B,3,54
22690,3,68
23231,3,425
20712,3,1372
17003,3,3396
22779,3,103
22493,3,156
22555,3,805
21673,3,337
23051,3,43
85014a,3,2
21375,3,4
35809B,3,12
23184,4,101
22918,4,201
85036A,4,22
47344B,4,13
47013A,4,4
22208,4,21
84708B,4,5
22104,4,3
22807,4,105
21613,3,5
84510a,3,12
84576,4,31
21913,12,46
22176,12,24
20685,12,470
21801,12,487
21942,12,65
22215,12,103
85159A,12,27
84508B,12,8
90140,12,1
21628,1,3
21621,1,451
20719,1,837
21207,1,30
84968E,1,37
22331,1,357
22023,1,53
22866,1,-61
90214N,1,5
22448,1,50
20936,1,3
21558,2,145
21326,2,1566
85186C,2,73
72801d,2,16
84712B,2,3
21896,2,34
22586,2,17
21851,2,3
85093,2,41
40003,2,8
22440,2,105
84663A,2,3
22412,3,69
DOT,3,1066
84712B,3,4
22717,3,150
22119,3,22
22949,3,214
37449,3,34
21058,3,47
85199L,3,31
21989,3,247
22359,3,15
84313B,3,38
84569A,3,32
21446,3,16
84466,3,7
21637,3,36
35809a,3,1
84030e,3,1
22894,4,38
22602,4,143
22396,4,7
85019C,4,51
85185B,4,15
48189,4,-11
47469,3,293
22784,4,64
21418,4,3
84969,12,54
85071A,12,29
48188,12,29
90177E,12,2
72351A,12,142
21090,12,30
90010E,12,6
84968e,12,2
22302,1,177
22772,1,247
48129,1,62
22082,1,130
22926,1,84
21358,1,36
21288,1,10
90059D,1,3
84457,1,6
84625A,1,54
90148,1,1
84945,2,650
22804,2,334
22254,2,73
22521,2,150
85059,2,6
44089A,2,4
85032C,2,62
21534,2,19
35818P,2,1
35924,2,8
85232A,2,39
22443,2,10
21720,2,6
90206A,2,1
22023,3,149
90185A,3,1
17096,3,33
84751B,3,4
16011,3,147
AMAZONFEE,3,-2
84596B,4,817
37342,4,251
84926A,4,4
22292,4,161
79190D,4,31
21988,4,31
22309,4,11
84766,4,0
22619,3,146
90200E,4,4
22558,12,1448
22064,12,593
17091A,12,138
22059,12,722
22265,12,44
21509,12,244
22450,12,61
22495,12,130
84951A,12,40
21491,12,2
22963,1,321
21972,1,53
20696,1,12
84971S,1,130
21467,1,12
22076,1,19
22829,1,27
35924,1,7
90039C,1,1
20713,2,849
22692,2,128
21499,2,350
22917,2,172
22142,2,5
21746,2,166
84356,2,55
DCGSSGIRL,2,3
10133,2,39
22877,2,8
20773,2,3
84519A,2,48
21945,2,12
35915C,3,159
84638,3,9
21654,3,17
22728,3,147
22522,3,85
22704,3,350
90214Y,3,1
21882,3,16
20759,3,6
21677,3,55
90012A,3,1
22162,3,12
21279,3,6
23077,4,883
22627,4,1
22729,4,487
22372,4,15
22665,4,150
21156,4,80
21746,4,520
21892,4,194
37413,4,37
22955,4,50
20992,12,264
72741,12,654
21002,12,32
22264,12,544
22443,12,22
85049e,12,41
21275,12,-33
10124A,12,4
84872A,12,2
22726,1,221
22321,1,61
21112,1,261
84563A,1,29
21756,1,93
84375,1,645
22175,1,62
35810A,1,24
90010E,1,2
21286,1,3
84976,1,12
21733,2,346
16156S,2,275
21781,2,21
21563,2,119
84792,2,78
22510,2,5
15044D,2,8
35809A,2,13
22890,2,22
21890,2,62
16235,2,684
21400,2,6
16237,2,200
85173,2,23
21284,2,8
22656,2,2
22721,3,62
85150,3,587
22185,3,158
85049E,3,75
21520,3,48
21063,3,43
84912B,3,20
21874,3,136
85203,3,91
84750B,3,16
22319,3,61
79191C,3,147
72759,3,-524
21823,3,2
23231,4,803
22832,4,22
22055,4,87
21218,4,204
85159B,4,74
21563,4,70
22406,4,3
22289,4,13
46776D,4,7
90161B,4,1
47580,12,49
22537,12,117
16237,12,838
21245,12,149
21034,12,284
22090,12,254
84685,12,9
20699,12,16
22028,12,196
16225,12,377
47503H,12,4
82011C,12,3
22108,12,67
35648,12,108
90040C,12,3
21749,12,15
20758,12,20
90024F,12,1
22667,1,132
21238,1,483
22344,1,368
21625,1,31
22531,1,176
20857,1,0
22574,1,8
85215,1,30
22565,1,70
48189,1,4
22656,1,1
17011F,1,6
90183C,1,1
85028L,1,-1
22385,2,452
22775,2,411
37450,2,24
22770,2,9
22895,2,199
20966,2,191
22025,2,162
20618,2,9
84509a,2,14
21192,2,71
47585A,2,5
22632,2,-8
21455,2,147
35638A,2,1
22880,2,3
21813,2,1
72801C,3,13
22329,3,268
20977,3,135
21506,3,510
21175,3,540
22180,3,15
21620,3,22
21563,3,32
84519B,3,23
15044A,3,95
21917,3,284
84993a,3,3
84660C,3,3
20731,3,2
21949,3,45
90072,3,1
15044B,4,28
37495,4,28
22537,4,86
90214P,4,1
22114,12,1954
22530,12,584
21327,12,80
84944,12,28
22161,12,360
22794,12,38
21155,12,203
90028,12,3
90086,12,66
85208,12,6
22233,12,34
84711A,12,3
22101,12,51
22410,12,95
21539,1,46
16225,1,138
22070,1,24
22956,1,333
21108,1,3246
21914,1,426
21558,1,114
35400,1,-8
21555,1,37
90202A,1,5
20700,1,2
90214S,1,10
85023B,1,0
22498,1,24
22833,1,2
20707,1,7
47591B,2,-203
82581,2,412
22430,2,40
22031,2,13
22283,2,25
47480,2,18
22568,3,244
21500,3,950
21163,3,24
22912,3,21
22672,3,100
22280,3,19
BANK CHARGES,3,-2
22516,3,20
79067,3,-5
84754,3,2
84051,3,10
84997A,4,208
84971S,4,135
21171,4,27
22201,4,4
22706,4,150
21884,4,29
21756,4,64
21791,12,1550
22661,12,345
22716,12,258
21638,12,34
22747,12,85
20765,12,13
21058,12,32
22288,12,7
37489D,12,3
72800D,12,17
22611,12,14
90211B,12,3
20695,12,1
20701,12,1
22930,1,187
21881,1,351
22467,1,674
22522,1,264
21355,1,428
21506,1,203
21361,1,22
21902,1,71
21032,1,25
22449,1,91
35915C,1,3
90059C,1,1
84559b,1,5
21392,1,2
35921,1,2
84461,1,1
20769,1,3
22803,1,9
21875,2,127
22667,2,284
10135,2,272
22563,2,301
72741,2,190
22151,2,1154
21711,2,1
84596B,2,60
22115,2,36
21874,2,89
84581,2,1
84968F,2,6
22926,3,142
21925,3,46
21194,3,9
21106,3,33
35004C,3,3
20893,3,-195
20986,3,6
84031A,3,6
84461,3,12
37340,3,85
23157,3,1
84459A,4,6
23000,4,346
22898,4,115
22962,4,254
85124C,4,4
84872A,4,13
84916,4,6
84596L,3,93
84754,4,1
84375,12,579
72586,12,-31
22696,12,110
21547,12,17
21868,12,310
90036F,12,2
22029,12,725
21561,12,35
90165B,12,5
82613b,12,2
90112,12,2
84970S,1,701
84946,1,809
35646,1,93
16156S,1,350
22515,1,51
84510C,1,33
90114,1,24
22892,1,231
22551,1,1463
22152,1,106
22707,1,75
79030G,1,13
21946,1,3
22930,2,109
85132B,2,1
84821,2,38
21035,2,289
35923,2,12
72349b,2,17
21722,2,9
22702,2,54
22876,2,8
90000B,2,1
POST,3,228
22815,3,114
22930,3,172
20766,3,5
22991,3,381
23183,3,67
79071B,3,6
82613A,3,11
21469,3,17
21158,3,11
85027L,3,20
85049e,3,4
22346,3,38
21644,3,16
20850,3,-3
84876D,3,24
21985,4,441
22435,4,42
47594B,4,2
23004,4,167
72801d,4,1
84927F,4,9
22582,4,15
22360,4,118
85019B,4,24
84535B,4,78
20774,3,6
21922,4,177
22250,4,93
84854,12,5
21363,12,47
22115,12,113
20972,12,532
22336,12,66
20684,12,-14
21902,12,125
22636,12,66
20767,12,19
85054,12,39
90053,12,1
84638,12,1
22861,12,30
22970,12,199
84499,1,-4
84251B,1,62
22753,1,65
20662,1,12
21078,1,284
90194,1,1
22230,1,4
21131,1,1
22138,2,281
22620,2,151
21803,2,10
22228,2,209
82552,2,345
22095,2,3
21328,2,63
79192A,2,2
15039,2,11
84527,2,1
22503,2,17
D,2,-4
44236,2,4
22980,2,241
21197,2,14
44092B,2,6
20848,2,2
21476,2,1
84947,3,666
22295,3,145
37370,3,310
85017B,3,27
85232A,3,7
21100,3,9
21026,3,20
90212B,3,2
21395,3,364
20771,3,1
85039a,3,6
22434,3,150
85066,4,104
22273,4,106
21197,4,14
22371,4,41
20967,4,26
21527,4,5
22260,4,65
21617,4,8
84508B,4,-19
85014B,12,151
21889,12,900
22502,12,205
22776,12,104
84581,12,12
21421,12,137
16202E,12,-1
16015,12,21
22502,1,134
21657,1,9
22248,1,201
22521,1,81
22461,1,4
46776B,1,3
85132B,1,4
90181A,1,1
16012,1,96
16052,1,27
84497,1,6
16014,1,10
84925F,1,6
21471,2,110
21242,2,243
22449,2,21
22030,2,315
21043,2,2
85185B,2,7
84913A,2,23
90202B,2,1
21364,2,6
22925,3,33
22587,3,76
85049F,3,102
22296,3,261
84744,3,37
22605,3,67
22433,3,178
22499,3,622
22173,3,278
22376,3,19
22936,3,88
22935,3,86
22452,3,18
21975,3,1202
22780,3,97
22976,3,107
21110,3,80
82001S,3,72
17084A,3,25
21788,3,174
90075,3,2
85123A,4,1907
72807C,4,25
22241,4,429
21238,4,280
84077,4,10143
84927E,4,8
21408,4,8
22489,4,818
20802,4,34
21682,4,5
22697,4,508
20961,12,341
22321,12,77
21990,12,160
22378,12,690
84534B,12,-27
22499,12,58
85131D,12,65
84792,12,36
20967,12,111
85216,12,12
16235,12,210
79163,12,19
21807,12,214
48173c,12,10
22671,12,56
37444B,12,2
82011A,12,2
22971,12,157
22960,1,663
21884,1,341
22115,1,27
21754,1,306
35971,1,85
20966,1,72
22300,1,112
84661B,1,10
71403,1,3
22954,1,8
47556B,1,1300
23233,1,200
84597C,1,1
20712,2,408
22580,2,0
21908,2,233
20777,2,9
84951A,2,11
22556,2,305
84029G,2,93
35972,2,42
84508C,2,2
90134,2,2
22737,2,10
21464,3,35
22660,3,14
22171,3,150
79000,3,608
85204,3,29
21112,3,236
21811,3,8
21361,3,6
16248B,3,2
84817,3,19
85232D,3,4
21392,3,17
20821,3,1
22088,4,297
20829,4,60
21386,4,46
22079,4,91
84251G,4,13
21495,4,175
21906,4,23
21627,4,3
84559A,4,12
85230E,2,144
22773,12,375
22097,12,244
22118,12,118
22156,12,201
20662,12,3
22890,12,58
21881,12,251
21741,12,76
90204,12,8
22869,12,6
21200,12,115
20892,12,-28
84688,12,36
84798A,12,-12
84800L,12,22
22767,1,77
21135,1,73
21633,1,71
82581,1,467
22942,1,-3
21793,1,1
21161,1,16
90118,1,6
22085,1,14
22375,1,32
21757,1,4
84617,1,1
20982,1,39
90214F,1,1
22053,1,5
84804A,1,12
85028S,1,-1
21672,2,753
21707,2,5
21355,2,-109
85232D,2,31
84711A,2,2
84925D,2,1
90094,2,1
21094,3,1252
21082,3,17
35471D,3,19
82482,3,720
21615,3,1
21907,3,212
22899,3,136
21902,3,114
90003C,3,2
21725,3,39
21425,3,1
21393,3,16
90038A,3,1
22666,4,364
84313B,4,-6
22398,4,35
22499,4,639
21671,4,524
21294,4,311
22673,4,135
84569D,4,-36
21208,4,6
22329,4,38
84875D,4,12
84033,4,12
20781,2,4
22922,3,159
84632,3,3
21244,12,135
22905,12,126
90003C,12,7
84459B,12,203
22559,12,12
22893,12,113
22343,12,765
21426,12,8
21788,12,101
22628,12,31
85179A,12,33
21720,12,13
84751B,12,2
22505,1,282
21012,1,85
47021G,1,2
84598,1,50
21821,1,1
90032,1,1
22366,2,81
21084,2,27
22559,2,48
22641,2,17
22678,2,74
35095B,2,42
22546,2,1
22548,2,47
20675,3,495
22996,3,463
21181,3,1326
22684,3,69
22488,3,300
22222,3,22
22545,3,73
22888,3,1
21675,3,44
20868,3,3
16046,3,9
22756,3,4
85132C,4,187
22231,4,11
37340,4,249
21564,4,63
22638,4,8
85093,4,116
85199S,4,44
22394,4,12
84997c,4,28
21511,4,-9
20726,12,768
22376,12,31
20754,12,181
21843,12,262
37449,12,72
21775,12,26
35271S,12,19
90196A,12,5
15056bl,12,16
22133,12,74
21933,12,97
22799,12,31
16161U,12,150
21277,12,1
90130C,12,5
90060D,12,3
22026,12,72
85132a,12,2
90019A,12,7
22720,12,411
22407,12,25
21498,1,875
22659,1,571
90177E,1,1
22756,1,84
85019B,1,6
21704,1,127
21367,1,2
84907,1,2
21495,2,450
22456,2,168
22199,2,32
46000M,2,43
22713,2,364
21983,2,122
85034B,2,4
21208,2,85
21204,2,4
16225,2,24
21095,2,31
21757,2,2
17084J,2,25
84584,3,27
35809A,3,94
22378,3,49
82494L,3,572
20914,3,349
22421,3,124
22674,3,67
84559B,3,26
22954,3,1
90214H,3,1
90184B,3,1
84358,3,4
20983,4,140
72801c,4,1
21908,4,289
47599A,4,352
22743,4,36
21476,4,10
37327,4,221
20759,4,-49
22342,4,15
22501,12,40
22624,12,220
84988,12,311
21679,12,111
20970,12,134
17084R,12,1728
21723,12,45
85096,12,4
20903,12,4
90023,12,2
85031C,12,3
22343,1,532
90209B,1,22
85163B,1,33
82582,1,166
22071,1,21
84884A,1,38
22934,1,263
21391,1,8
90177C,1,1
21425,1,31
22773,1,169
90073,1,3
21829,1,581
84745A,1,16
90002D,1,2
90185A,1,3
22617,2,112
84865,2,3
37333,2,13
22843,2,109
22659,2,782
22797,2,12
62094B,2,-90
22101,2,52
85205B,2,30
84898F,2,3
72799E,2,1
17084P,2,30
22875,2,9
84806B,2,18
21275,2,1
90186B,2,1
21171,3,21
22301,3,261
22680,3,103
22492,3,2768
22583,3,34
84820,3,4
22773,3,217
20932,3,1
22372,3,36
21714,3,133
84665,3,8
22200,3,26
22703,3,9
90068,3,1
84920,3,8
85230G,3,144
22702,3,26
22675,4,238
22268,4,62
17003,4,510
23128,4,56
21284,4,12
22328,4,-356
22469,4,48
22626,4,52
84218,4,-2
84978,3,1952
23348,3,48
22838,12,30
22664,12,179
21867,12,52
22588,12,-80
22943,12,354
22946,12,15
90000D,12,4
22853,12,32
22079,12,126
90162D,12,3
22282,12,14
21348,12,26
85205B,12,12
90024E,12,1
22508,1,97
21531,1,107
21043,1,37
22135,1,125
21144,1,-12
22755,1,61
22626,1,33
22332,1,57
85025B,1,9
84741C,1,17
22398,1,101
37468,1,1
84625C,1,53
85130B,1,12
85078,1,24
22431,2,106
22136,2,50
21080,2,1340
22358,2,42
22855,2,309
37501,2,3
82578,2,195
22104,2,2
21358,2,30
85194L,2,314
85071D,3,10
22630,3,1654
21041,3,130
46776B,3,3
21427,3,-1
21465,3,7
21618,3,11
20803,3,11
85049A,3,6
84527,3,12
17021,3,18
21257,4,55
22507,4,182
21972,4,18
22027,4,303
21068,4,32
22460,4,299
22089,4,132
23233,4,375
21675,4,34
84997B,12,344
21169,12,424
21533,12,122
21584,12,199
22360,12,70
37509,12,5
22447,12,26
17090A,12,43
21845,12,12
90158,12,7
22271,1,90
84536A,1,158
22372,1,27
22692,1,145
22824,1,3
21906,1,171
21329,1,43
21894,1,57
90214G,1,7
35004B,1,22
21363,1,46
21693,1,1
22402,1,72
20795,1,7
90202B,1,3
21344,1,1
48129,2,69
22382,2,484
85141,2,0
21169,2,158
21801,2,26
21829,2,315
22262,2,176
22303,2,315
22166,2,5
22550,2,249
21912,2,68
90036E,2,1
21559,3,445
20985,3,120
21165,3,340
22822,3,54
21682,3,24
21664,3,4
22826,3,3
84031B,3,3
22757,3,6
84559b,3,2
90170,3,3
22816,3,1
85036B,3,18
22961,4,186
21319,4,88
21318,4,546
21245,4,67
23159,4,232
